S.No.,ACCESSION NO.,ORGANISM NAME,VRL,SPECIES,LENGTH,GEO LOCATION,HOST,COLLECTION DATE
1745,CAY39379,Orthohantavirus puumalaense,24-11-2009,Orthohantavirus puumalaense,433,Hungary,Myodes glareolus,2000
1746,ACT68337,Oxbow virus,27-07-2009,Orthohantavirus oxbowense,428,USA,Neurotrichus gibbsii,11-09-2003
1747,ACT68342,Jemez Springs virus,27-07-2009,Jemez Springs virus,429,Canada,Sorex monticolus,10-07-2005
1748,ACT64136,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2006
1749,ACT64137,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2005
1750,ACT64138,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2004
1751,ACT64139,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2004
1752,ACT64140,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2006
1753,ACT64141,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2004
1754,ACT64142,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Shandong Province,Rattus norvegicus,2006
1755,ACT64143,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2005
1756,ACT64144,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2006
1757,ACT64145,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2005
1758,ACT64146,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2005
1759,ACT64147,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2005
1760,ACT64148,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2003
1761,ACT64149,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2003
1762,ACT64150,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Rattus norvegicus,2003
1763,ACT64151,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Beijing,Homo sapiens,2006
1764,ACT64152,Orthohantavirus seoulense,22-07-2009,Orthohantavirus seoulense,429,China: Hebei Province,Homo sapiens,1996
1765,ACT53111,Hantavirus Jurong TJK/06(RT49),21-07-2009,Hantavirus Jurong TJK/06(RT49),429,Singapore,Rattus tanezumi,16-02-2006
1766,ACT53112,Hantavirus Jurong TJK/06(RT50),21-07-2009,Hantavirus Jurong TJK/06(RT50),429,Singapore,Rattus tanezumi,16-02-2006
1767,ACT53115,Orthohantavirus seoulense,21-07-2009,Orthohantavirus seoulense,429,Singapore,Rattus norvegicus,16-02-2006
1768,ACT53116,Orthohantavirus seoulense,21-07-2009,Orthohantavirus seoulense,429,Singapore,Rattus norvegicus,16-02-2006
1769,ACR78431,Hantavirus HMT 08-02,10-06-2009,Hantavirus HMT 08-02,428,Brazil,Homo sapiens,2008
1770,ACN60120,Orthohantavirus hantanense,11-03-2009,Orthohantavirus hantanense,429,"China: Lishui, Zhejiang",Apodemus agrarius,2007
1771,ACN60123,Orthohantavirus seoulense,11-03-2009,Orthohantavirus seoulense,429,"China: Jiande, Zhejiang",Rattus norvegicus,2007
1772,ACD50852,Orthohantavirus tulaense,01-02-2009,Orthohantavirus tulaense,428,Germany,Microtus arvalis,
1773,ACD50853,Orthohantavirus tulaense,01-02-2009,Orthohantavirus tulaense,430,Germany,Microtus agrestis,
1774,ACD50854,Orthohantavirus tulaense,01-02-2009,Orthohantavirus tulaense,430,Germany,Microtus arvalis,
1775,ACD50855,Orthohantavirus tulaense,01-02-2009,Orthohantavirus tulaense,430,Germany,Microtus arvalis,
1776,ACD50860,Orthohantavirus puumalaense,01-02-2009,Orthohantavirus puumalaense,430,Germany,Myodes glareolus,
1777,ACD99618,Orthohantavirus puumalaense,01-02-2009,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
1778,CAQ16833,Orthohantavirus tulaense,10-01-2009,Orthohantavirus tulaense,430,Kazakhstan,Microtus obscurus,
1779,CAQ53174,Serang virus,06-01-2009,Serang virus,429,"Indonesia:Banten Province, Serang",Rattus tanezumi,
1780,ACI28509,Asama virus,08-10-2008,Orthohantavirus asamaense,433,Japan,Urotrichus talpoides,
1781,ACI28510,Asama virus,08-10-2008,Orthohantavirus asamaense,433,Japan,Urotrichus talpoides,
1782,ACI28511,Asama virus,08-10-2008,Orthohantavirus asamaense,433,Japan,Urotrichus talpoides,
1783,ACI00463,Hantavirus Yuanjiang-Mf-78,23-09-2008,Hantavirus Yuanjiang-Mf-78,433,China: Hunan,Microtus fortis,2007
1784,ACI00464,Hantavirus Yuanjiang-Mf-21,23-09-2008,Hantavirus Yuanjiang-Mf-21,433,China: Hunan,Microtus fortis,2007
1785,ACI00465,Hantavirus Yuanjiang-Mf-15,23-09-2008,Hantavirus Yuanjiang-Mf-15,433,China: Hunan,Microtus fortis,2006
1786,ACI00466,Hantavirus Yuanjiang-Mf-13,23-09-2008,Hantavirus Yuanjiang-Mf-13,433,China: Hunan,Microtus fortis,2007
1787,ACI00467,Hantavirus Shenyang-Mf-136,23-09-2008,Hantavirus Shenyang-Mf-136,433,China: Liaoning,Microtus fortis,2002
1788,ACI00468,Hantavirus Shenyang-Mf-135,23-09-2008,Hantavirus Shenyang-Mf-135,433,China: Liaoning,Microtus fortis,2002
1789,ABY64966,Orthohantavirus dobravaense,06-08-2008,Orthohantavirus dobravaense,429,Russia,Apodemus ponticus,
1790,ABY64969,Orthohantavirus dobravaense,06-08-2008,Orthohantavirus dobravaense,429,Russia,Apodemus agrarius,
1791,BAG24217,Orthohantavirus puumalaense,11-04-2008,Orthohantavirus puumalaense,433,"Russia: Volga Federal District, Samara oblast, Zigulevsk",Myodes glareolus,19-08-2005
1792,BAG24219,Orthohantavirus puumalaense,11-04-2008,Orthohantavirus puumalaense,433,"Russia: Volga Federal District, Samara oblast, Novosemejkino",Myodes glareolus,18-08-2005
1793,ACA61205,Hantaanvirus CGRn2618,07-04-2008,Orthohantavirus hantanense,429,China,Rattus norvegicus,
1794,ACA61206,Hantaanvirus CGHu3,07-04-2008,Orthohantavirus hantanense,429,China,Homo sapiens,
1795,ACA61207,Hantaanvirus CGRn15,07-04-2008,Orthohantavirus hantanense,429,China,Rattus norvegicus,
1796,ACA61208,Hantaanvirus CGRn2616,07-04-2008,Orthohantavirus hantanense,429,China,Rattus norvegicus,
1797,ACA61209,Hantaanvirus CGRni1,07-04-2008,Orthohantavirus hantanense,429,China,Rattus nitidus,
1798,ACA61210,Hantaanvirus CGHu2,07-04-2008,Orthohantavirus hantanense,429,China,Homo sapiens,
1799,ABS83817,Hantavirus CGRn9415,03-03-2008,Hantavirus CGRn9415,429,China: Guizhou Province,Rattus norvegicus,
1800,ABS83818,Hantavirus CGRn8316,03-03-2008,Hantavirus CGRn8316,429,China: Guizhou Province,Rattus norvegicus,
1801,ABS83819,Hantaanvirus CGRn93P8,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Rattus norvegicus,
1802,ABS83820,Hantaanvirus CGRn93MP8,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Rattus norvegicus,
1803,ABS83821,Hantaanvirus CGRn5310,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Rattus norvegicus,
1804,ABS83822,Hantaanvirus CGRn53,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Rattus norvegicus,
1805,ABS83823,Hantaanvirus CGHu3614,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Homo sapiens,
1806,ABS83824,Hantaanvirus CGHu3612,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Homo sapiens,
1807,ABS83825,Hantaanvirus CGAa31P9,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1808,ABS83826,Hantaanvirus CGAa31MP7,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1809,ABS83827,Hantaanvirus CGAa1015,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1810,ABS83828,Hantaanvirus CGAa1011,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1811,ABS83829,Hantaanvirus CGAa4P15,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1812,ABS83830,Hantaanvirus CGAa4MP9,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1813,ABV80300,Fusong virus,03-03-2008,Orthohantavirus fusongense,433,"China: Jilin Province, Fusong",Microtus fortis,
1814,ABV80301,Hantavirus Fusong-Mf-731,03-03-2008,Hantavirus Fusong-Mf-731,433,"China: Jilin Province, Fusong",Microtus fortis,
1815,ABV80302,Hantavirus Yakeshi-Mm-31,03-03-2008,Hantavirus Yakeshi-Mm-31,433,"China: Inner Mongolia Autonomous Region, Yakeshi city",Microtus maximowiczii,
1816,ABV80303,Hantavirus Yakeshi-Mm-59,03-03-2008,Hantavirus Yakeshi-Mm-59,433,"China: Inner Mongolia Autonomous Region, Yakeshi city",Microtus maximowiczii,
1817,ABV80304,Hantavirus Yakeshi-Mm-182,03-03-2008,Hantavirus Yakeshi-Mm-182,433,"China: Inner Mongolia Autonomous Region, Yakeshi city",Microtus maximowiczii,
1818,ABV91645,Hantaanvirus CGHu1,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Homo sapiens,
1819,ABV91646,Hantaanvirus CGAa2,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1820,ABV91647,Hantaanvirus CGAa75,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Apodemus agrarius,
1821,ABV91648,Hantaanvirus CGRn45,03-03-2008,Orthohantavirus hantanense,429,China: Guizhou Province,Rattus norvegicus,
1822,ABS28963,Playa de Oro hantavirus,26-02-2008,Playa de Oro hantavirus,428,Mexico,Oryzomys couesi,2004
1823,ABR24795,Seewis virus,23-10-2007,Seewis orhtohantavirus,429,Switzerland,Sorex araneus,
1824,ABR29825,Orthohantavirus caobangense,23-10-2007,Orthohantavirus caobangense,428,Viet Nam,Anourosorex squamipes,
1825,CAM90591,Orthohantavirus puumalaense,12-09-2007,Orthohantavirus puumalaense,433,,Myodes glareolus,
1826,CAN89005,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1827,CAN89006,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1828,CAN89007,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1829,CAN89008,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1830,CAN89009,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1831,CAN89010,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1832,CAN89011,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1833,CAN89012,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1834,CAN89013,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1835,CAN89014,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1836,CAN89015,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1837,CAN89016,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1838,CAN89017,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Bussjo,Myodes glareolus,
1839,CAN89018,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Djaknebole,Myodes glareolus,
1840,CAN89019,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Djaknebole,Myodes glareolus,
1841,CAN89020,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Djaknebole,Myodes glareolus,
1842,CAN89021,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Djaknebole,Myodes glareolus,
1843,CAN89022,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Djaknebole,Myodes glareolus,
1844,CAN89023,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Gumboda,Myodes glareolus,
1845,CAN89024,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Gumboda,Myodes glareolus,
1846,CAN89025,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Gumboda,Myodes glareolus,
1847,CAN89026,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Gumboda,Myodes glareolus,
1848,CAN89027,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Gumboda,Myodes glareolus,
1849,CAN89028,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1850,CAN89029,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1851,CAN89030,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1852,CAN89031,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1853,CAN89032,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1854,CAN89033,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1855,CAN89034,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Norum,Myodes glareolus,
1856,CAN89035,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Palbole,Myodes glareolus,
1857,CAN89036,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Palbole,Myodes glareolus,
1858,CAN89037,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Palbole,Myodes glareolus,
1859,CAN89038,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Palbole,Myodes glareolus,
1860,CAN89039,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Skaran,Myodes glareolus,
1861,CAN89040,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Skaran,Myodes glareolus,
1862,CAN89041,Orthohantavirus puumalaense,15-06-2007,Orthohantavirus puumalaense,433,Sweden:Skaran,Myodes glareolus,
1863,ABQ95987,Orthohantavirus hantanense,10-06-2007,Orthohantavirus hantanense,429,China,,
1864,ABQ52470,Hantavirus sp. Paranoa,27-05-2007,Hantavirus sp. Paranoa,428,"Brazil: Paranoa, Distrito Federal",,
1865,ABQ45402,Araraquara-like virus strain P5/Cajuru,22-05-2007,Orthohantavirus andesense,428,Brazil: Sao Paulo State,,
1866,ABP98991,Orthohantavirus seoulense,01-05-2007,Orthohantavirus seoulense,429,China,Rattus norvegicus,11-03-2006
1867,ABP96834,Hantavirus Z10,30-04-2007,Hantavirus Z10,429,China,,
1868,ABO93589,Orthohantavirus puumalaense,14-04-2007,Orthohantavirus puumalaense,433,China,Myodes rufocanus,
1869,ABO93590,Orthohantavirus puumalaense,14-04-2007,Orthohantavirus puumalaense,433,China,Myodes rufocanus,
1870,ABO93591,Orthohantavirus puumalaense,14-04-2007,Orthohantavirus puumalaense,433,China,,
1871,ABO93592,Orthohantavirus puumalaense,14-04-2007,Orthohantavirus puumalaense,433,China,,
1872,ABO47806,Puumala-like virus isolate Fusong-Cr-247,28-03-2007,Orthohantavirus puumalaense,433,China,Myodes rufocanus,
1873,ABO47810,Puumala-like virus isolate Fusong-Cr-275,28-03-2007,Orthohantavirus puumalaense,433,China,Myodes rufocanus,
1874,BAF49039,Orthohantavirus puumalaense,16-03-2007,Orthohantavirus puumalaense,433,Russia: Bashkiria,Myodes glareolus,1997
1875,ABN48566,Hantavirus CJAp93,18-02-2007,Orthohantavirus hantanense,429,China,Apodemus peninsulae,
1876,ABM69191,Orthohantavirus puumalaense,24-01-2007,Orthohantavirus puumalaense,433,,,
1877,ABM69192,Orthohantavirus puumalaense,24-01-2007,Orthohantavirus puumalaense,433,,,
1878,ABM67564,Orthohantavirus seoulense,22-01-2007,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1879,ABL73888,Amur virus,18-12-2006,Amur virus,429,,Apodemus peninsulae,
1880,ABL07490,Hantavirus Z5,06-12-2006,Hantavirus Z5,429,China,,
1881,ABB83548,Catacamas virus,01-12-2006,Orthohantavirus bayoui,428,Honduras,Oryzomys couesi,
1882,ABB88645,Orthohantavirus delgaditoense,01-12-2006,Orthohantavirus delgaditoense,428,Venezuela,Sigmodon alstoni,
1883,ABG47335,Orthohantavirus hantanense,05-07-2006,Orthohantavirus hantanense,429,China: Jiangxi province,,
1884,AAY28824,Orthohantavirus puumalaense,01-03-2006,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
1885,AAY28825,Orthohantavirus puumalaense,01-03-2006,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
1886,ABC70872,Alto Paraguay hantavirus,25-01-2006,Alto Paraguay hantavirus,428,Paraguay,Holochilus chacarius,
1887,ABC70873,Neembucu hantavirus,25-01-2006,Orthohantavirus andesense,428,Paraguay,Oligoryzomys chacoensis,
1888,ABC70875,Hantavirus strain Itapua 37,25-01-2006,Itapua hantavirus,428,Paraguay,Oligoryzomys nigripes,
1889,ABC70876,Hantavirus strain Itapua 38,25-01-2006,Itapua hantavirus,428,Paraguay,Oligoryzomys nigripes,
1890,CAI61648,Orthohantavirus puumalaense,07-01-2006,Orthohantavirus puumalaense,433,Austria:Carinthia,Myodes glareolus,
1891,CAI61649,Orthohantavirus puumalaense,07-01-2006,Orthohantavirus puumalaense,433,Austria:Lower Austria,Myodes glareolus,
1892,BAE71338,Hantavirus Thailand 741,06-01-2006,Hantavirus Thailand 741,429,Thailand,Bandicota indica,
1893,ABB90557,Choclo virus,05-12-2005,Orthohantavirus chocloense,428,Panama,Oligoryzomys fulvescens,
1894,ABB03736,Hantavirus JUN5-14,23-10-2005,Orthohantavirus seoulense,429,China: Shandong province,,2004
1895,AAW69837,Hantavirus strain YU61,01-10-2005,Orthohantavirus hantanense,429,China,,
1896,AAW69838,Orthohantavirus hantanense,01-10-2005,Orthohantavirus hantanense,429,China,Cricetidae,
1897,AAZ67072,Muju virus,16-08-2005,Orthohantavirus puumalaense,433,,Myodes regulus,
1898,AAZ67076,Muju virus,16-08-2005,Orthohantavirus puumalaense,433,,Myodes regulus,
1899,AAZ67080,Muju virus,16-08-2005,Orthohantavirus puumalaense,433,,Myodes regulus,
1900,AAZ67081,Muju virus,16-08-2005,Orthohantavirus puumalaense,433,,Myodes regulus,
1901,AAW57482,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1902,AAW57483,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1903,AAW57484,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1904,AAW57485,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1905,AAW57486,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1906,AAW57487,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1907,AAW57488,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1908,AAW57489,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1909,AAW57492,Araucaria virus,18-07-2005,Araucaria virus,428,Brazil,,
1910,AAY27874,Orthohantavirus dobravaense,06-07-2005,Orthohantavirus dobravaense,429,Slovakia,Apodemus agrarius,
1911,AAY27877,Orthohantavirus dobravaense,06-07-2005,Orthohantavirus dobravaense,429,Slovakia,Apodemus agrarius,
1912,AAY41174,Orthohantavirus puumalaense,18-05-2005,Orthohantavirus puumalaense,432,Germany,Myodes glareolus,
1913,AAY41176,Orthohantavirus puumalaense,18-05-2005,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,
1914,AAW02944,Orthohantavirus hantanense,20-12-2004,Orthohantavirus hantanense,429,China,,
1915,AAP92140,Maporal virus,15-12-2004,Orthohantavirus maporalense,428,Venezuela,Oligoryzomys fulvescens,
1916,AAV34604,Orthohantavirus seoulense,27-10-2004,Orthohantavirus seoulense,429,China,,
1917,AAU88050,Orthohantavirus seoulense,04-10-2004,Orthohantavirus seoulense,429,China,,
1918,AAT78474,Soochong virus-1,28-07-2004,Soochong virus,429,,Apodemus peninsulae,
1919,AAT78475,Soochong virus-2,28-07-2004,Soochong virus,429,,Apodemus peninsulae,
1920,AAT78476,Soochong virus-3,28-07-2004,Soochong virus,429,,Apodemus peninsulae,
1921,AAT78477,Soochong virus-4,28-07-2004,Soochong virus,429,,Apodemus peninsulae,
1922,AAT45728,Seoul virus BjHD01,15-06-2004,Orthohantavirus seoulense,429,,,
1923,AAT37500,Hantavirus Z37,31-05-2004,Orthohantavirus seoulense,429,China,,
1924,CAE83602,Kurkino virus,04-05-2004,Orthohantavirus dobravaense,429,Denmark:Lolland,Apodemus agrarius,
1925,AAS55386,Orthohantavirus dobravaense,10-03-2004,Orthohantavirus dobravaense,429,Slovakia,Apodemus agrarius,
1926,AAS55388,Orthohantavirus dobravaense,10-03-2004,Orthohantavirus dobravaense,429,Slovakia,Apodemus agrarius,
